question,label
이경원한테 전화넣어봐보자,S-Target O
다솜한테 전화보내봐보자,S-Target O
전화해주련 하그리한테,O S-Target
설아한테 연락세려보자,S-Target O
통화세렸어 김민이,O S-Target
이경원한테 전화쌔려줄 수 있냐,S-Target O O O
송보담 통화뿌셔보자,S-Target O
박세훈 무전세려봐다오,S-Target O
전화때려라 설아한테,O S-Target
무전놓아보자고 가브리엘,O S-Target
무전쌔려달라고 했지 이천우,O O S-Target
연락해봐봐 이경원한테,O S-Target
설아한테 연락놔주실 수 있나요,S-Target O O O
이경원한테 연락남겨볼까,S-Target O
연락때렸나 하그리한테,O S-Target
이천우 무전뿌셨을까,S-Target O
수빈 무전놔줄 수 있어,S-Target O O O
연락남기자 다솜한테,O S-Target
소담한테 연락놨느냐,S-Target O
통화보내주자 가브리엘,O S-Target
전화남겨다오 다솜한테,O S-Target
무전치는거 어때 이천우,O O S-Target
연락쌔려볼래 하그리한테,O S-Target
송보담 무전때려보자고,S-Target O
전화남겼나 가이한테,O S-Target
송보담 무전남겨주실 수 있나요,S-Target O O O
수빈 통화보내줘봐,S-Target O
전화세려주실 수 있으십니까 이경원한테,O O O S-Target
통화보냈어 수빈,O S-Target
무전했냐고 제니,O S-Target
무전쌔렸을까 이천우,O S-Target
연락남겼느냐 가이한테,O S-Target
연락뿌셔쥬 다솜한테,O S-Target
무전때려다오 송보담,O S-Target
연락때렸느냐 다솜한테,O S-Target
통화보내는거 어때 박세훈,O O S-Target
전화놓아다오 다솜한테,O S-Target
가이한테 연락남겨봐다오,S-Target O
다솜한테 전화때려봅시다,S-Target O
제니 무전놓을까,S-Target O
무전때려주실 수 있으십니까 송보담,O O O S-Target
연락쳐줄래 설아한테,O S-Target
하그리한테 연락세려주시겠습니까,S-Target O
박세훈 무전했다,S-Target O
연락놔줄 수 있으십니까 이규빈한테,O O O S-Target
연락세려줄래 다솜한테,O S-Target
연락놨다 가이한테,O S-Target
이경원한테 연락놔야 겠어,S-Target O O
무전보내보자 가브리엘,O S-Target
연락해봐주라 이규빈한테,O S-Target
전화쳐줄 수 있어 가이한테,O O O S-Target
전화세려봅시다 설아한테,O S-Target
연락놔줄 수 있느냐 가이한테,O O O S-Target
이천우 무전쳐봐보자,S-Target O
연락해주시겠습니까 이경원한테,O S-Target
소담한테 연락쳐줘봐,S-Target O
무전남겨주겠니 송보담,O S-Target
통화넣어봐봐 이천우,O S-Target
전화놔줘봐 이규빈한테,O S-Target
설아한테 연락보내주시겠습니까,S-Target O
연락놓아볼까 설아한테,O S-Target
연락놓아주세요 이경원한테,O S-Target
수빈 통화넣으자,S-Target O
통화쳤니 박세훈,O S-Target
통화놔볼래 김민이,O S-Target
송보담 무전놓아줘,S-Target O
이천우 통화쳐주실 수 있으십니까,S-Target O O O
무전세려봐 송보담,O S-Target
이경원한테 연락뿌셔라,S-Target O
소담한테 연락때려봐주라,S-Target O
송보담 무전쌔렸느냐,S-Target O
이경원한테 전화세리고 싶어,S-Target O O
전화쳐봐다오 가이한테,O S-Target
통화뿌셔주시겠습니까 가브리엘,O S-Target
전화놔봅시다 소담한테,O S-Target
이경원한테 전화뿌시냐,S-Target O
설아한테 연락뿌셔보자고,S-Target O
무전놔줄 수 있냐 김민이,O O O S-Target
무전하냐 수빈,O S-Target
통화뿌셔줘 박세훈,O S-Target
통화할까 가브리엘,O S-Target
제니 무전뿌셔줄래요,S-Target O
전화놓았냐 다솜한테,O S-Target
통화뿌셔주실 수 있나요 박세훈,O O O S-Target
통화놓아줄 수 있어 이천우,O O O S-Target
김민이 통화놔주겠니,S-Target O
무전보내니 박세훈,O S-Target
통화때려쥬 송보담,O S-Target
무전세려줄 수 있냐 이천우,O O O S-Target
김민이 무전넣어볼래,S-Target O
통화뿌셔줄 수 있으십니까 수빈,O O O S-Target
이규빈한테 전화놔라,S-Target O
전화남겨봐 설아한테,O S-Target
통화놓아봐보자 수빈,O S-Target
가이한테 전화보내줘,S-Target O
김민이 통화세려봐보자,S-Target O
무전쳐보자고 가브리엘,O S-Target
연락넣어라 설아한테,O S-Target
김민이 무전넣어야 겠어,S-Target O O
무전보내봐봐 박세훈,O S-Target
무전넣어보자고 수빈,O S-Target
연락남겨라 다솜한테,O S-Target
통화넣어줄 수 있냐 송보담,O O O S-Target
무전쌔려주시겠습니까 가브리엘,O S-Target
송보담 무전보내줄 수 있으십니까,S-Target O O O
수빈 통화쳐볼래,S-Target O
통화쌔리자 김민이,O S-Target
전화세렸다 소담한테,O S-Target
통화뿌시니 제니,O S-Target
소담한테 전화놔줄래요,S-Target O
이규빈한테 전화보내줄래,S-Target O
연락뿌셔봐줘 이규빈한테,O S-Target
다솜한테 연락쳐보자,S-Target O
통화놔봐 김민이,O S-Target
수빈 통화때려볼래,S-Target O
이천우 통화넣어줄 수 있느냐,S-Target O O O
가브리엘 통화넣어봐다오,S-Target O
연락놓아줄래요 이규빈한테,O S-Target
송보담 통화쳐쥬,S-Target O
김민이 통화보냅시다,S-Target O
통화남겨주세요 송보담,O S-Target
통화쳐줄래요 송보담,O S-Target
무전놓아볼래 박세훈,O S-Target
통화넣어다오 가브리엘,O S-Target
소담한테 전화넣어봐,S-Target O
전화해줘 하그리한테,O S-Target
통화쌔렸니 수빈,O S-Target
전화세려주세요 소담한테,O S-Target
가이한테 연락뿌셔봐다오,S-Target O
통화세려줘봐 제니,O S-Target
전화넣어달라고 했지 소담한테,O O S-Target
하그리한테 전화놓아봐,S-Target O
가브리엘 통화쳐주련,S-Target O
무전놔볼까 가브리엘,O S-Target
이천우 통화놓아주련,S-Target O
연락쌔리는거 어때 소담한테,O O S-Target
송보담 통화쳐주라,S-Target O
전화넣어주겠니 설아한테,O S-Target
통화쳐봐주라 박세훈,O S-Target
통화놓으는거 어때 송보담,O O S-Target
이규빈한테 연락해봐다오,S-Target O
이경원한테 전화쌔려봐다오,S-Target O
통화남겨주실 수 있으십니까 박세훈,O O O S-Target
무전남겨야 겠어 김민이,O O S-Target
통화남겨주라 박세훈,O S-Target
하그리한테 연락놓아주자,S-Target O
설아한테 연락때려줄래요,S-Target O
통화보내쥬 수빈,O S-Target
무전뿌셔봐보자 김민이,O S-Target
제니 통화해볼래,S-Target O
전화세려봐주라 가이한테,O S-Target
이규빈한테 전화놓으냐,S-Target O
무전쳤을까 수빈,O S-Target
이천우 무전보내봐주라,S-Target O
무전치냐 송보담,O S-Target
연락뿌셔줄 수 있느냐 이규빈한테,O O O S-Target
연락때려주련 가이한테,O S-Target
이규빈한테 전화남겼어,S-Target O
무전쳐다오 박세훈,O S-Target
이천우 통화놓아줄래,S-Target O
연락보내봅시다 하그리한테,O S-Target
연락세려주련 소담한테,O S-Target
소담한테 전화뿌셔줄 수 있어,S-Target O O O
연락남겨줄 수 있느냐 설아한테,O O O S-Target
가브리엘 통화했느냐,S-Target O
소담한테 연락쌔려줄 수 있느냐,S-Target O O O
하그리한테 연락놔봐주라,S-Target O
연락보내라 이경원한테,O S-Target
가이한테 연락세려라,S-Target O
소담한테 전화때려줘,S-Target O
무전해봐줘 이천우,O S-Target
이경원한테 연락때려주세요,S-Target O
통화남겼니 김민이,O S-Target
연락쌔려줘 이규빈한테,O S-Target
전화뿌셨냐 다솜한테,O S-Target
전화보냈냐고 다솜한테,O S-Target
무전보내고 싶어 제니,O O S-Target
전화놔주라 다솜한테,O S-Target
송보담 통화넣어주실 수 있나요,S-Target O O O
연락놔봐보자 하그리한테,O S-Target
무전놔쥬 가브리엘,O S-Target
설아한테 전화남겨볼래,S-Target O
제니 통화때렸냐,S-Target O
다솜한테 전화하는거 어때,S-Target O O
통화해줄 수 있느냐 제니,O O O S-Target
하그리한테 전화남겨줄래,S-Target O
통화쳐주세요 박세훈,O S-Target
통화보내냐 가브리엘,O S-Target
이천우 무전놨어,S-Target O
통화남겨봐줘 김민이,O S-Target
다솜한테 전화보내자,S-Target O
통화해주겠니 제니,O S-Target
전화해줄래요 다솜한테,O S-Target
통화놓아줄 수 있냐 송보담,O O O S-Target
통화놔주실 수 있으십니까 박세훈,O O O S-Target
이규빈한테 연락하니,S-Target O
가이한테 연락해주세요,S-Target O
가브리엘 무전보내주라,S-Target O
통화때려야 겠어 김민이,O O S-Target
하그리한테 연락보낼까,S-Target O
전화때려주라 이경원한테,O S-Target
가이한테 전화뿌셔줄 수 있냐,S-Target O O O
박세훈 통화뿌셔주세요,S-Target O
김민이 통화뿌시고 싶어,S-Target O O
이경원한테 전화쳐줄 수 있느냐,S-Target O O O
이천우 통화보내봐줘,S-Target O
하그리한테 연락세려달라고 했지,S-Target O O
전화보내줄 수 있어 하그리한테,O O O S-Target
이경원한테 연락놔주시겠습니까,S-Target O
통화때려줄 수 있어 이천우,O O O S-Target
다솜한테 연락쌔려라,S-Target O
제니 통화세려주라,S-Target O
설아한테 연락해줄 수 있으십니까,S-Target O O O
전화쳤느냐 하그리한테,O S-Target
다솜한테 연락하자,S-Target O
무전세려줄 수 있어 가브리엘,O O O S-Target
무전칩시다 제니,O S-Target
제니 통화쳐주시겠습니까,S-Target O
설아한테 연락남겼냐,S-Target O
이규빈한테 전화쳐줘,S-Target O
통화때렸냐고 수빈,O S-Target
이규빈한테 연락보냈을까,S-Target O
무전보냈냐 이천우,O S-Target
제니 통화넣어주련,S-Target O
다솜한테 전화넣었냐고,S-Target O
이경원한테 연락해주실 수 있으십니까,S-Target O O O
연락넣어봐줘 이경원한테,O S-Target
하그리한테 연락했냐,S-Target O
연락뿌셔야 겠어 다솜한테,O O S-Target
통화넣어줄래 제니,O S-Target
제니 무전보내달라고 했지,S-Target O O
이천우 통화쳐봐,S-Target O
송보담 무전쌔려줄 수 있어,S-Target O O O
이천우 통화놨냐고,S-Target O
무전남겼다 박세훈,O S-Target
가브리엘 무전뿌실까,S-Target O
이규빈한테 연락놔다오,S-Target O
무전넣어주세요 제니,O S-Target
통화때려달라고 했지 박세훈,O O S-Target
하그리한테 연락쳐봅시다,S-Target O
다솜한테 연락때려줄래,S-Target O
연락세렸니 하그리한테,O S-Target
다솜한테 전화놓았니,S-Target O
송보담 통화뿌셔주실 수 있으십니까,S-Target O O O
연락남기고 싶어 다솜한테,O O S-Target
전화쌔려주실 수 있나요 이경원한테,O O O S-Target
수빈 통화때려봐보자,S-Target O
통화보내주세요 이천우,O S-Target
통화세려주겠니 가브리엘,O S-Target
소담한테 연락남겨봅시다,S-Target O
수빈 무전쳤다,S-Target O
소담한테 전화놔보자고,S-Target O
연락세렸냐고 가이한테,O S-Target
무전놓았느냐 송보담,O S-Target
이경원한테 연락넣어주자,S-Target O
무전놔봐봐 수빈,O S-Target
전화넣어볼까 하그리한테,O S-Target
연락남겨주시겠습니까 가이한테,O S-Target
연락세려줄 수 있느냐 이규빈한테,O O O S-Target
통화치니 박세훈,O S-Target
설아한테 전화보내봐,S-Target O
무전놓읍시다 제니,O S-Target
이천우 무전뿌셔볼래,S-Target O
연락쳐볼까 가이한테,O S-Target
수빈 무전놓았냐고,S-Target O
통화쳐주자 이천우,O S-Target
가브리엘 무전남깁시다,S-Target O
통화넣으니 김민이,O S-Target
무전남겨봐보자 가브리엘,O S-Target
김민이 무전쌔려보자고,S-Target O
통화보내보자고 수빈,O S-Target
이경원한테 연락쳐달라고 했지,S-Target O O
소담한테 전화때려봐봐,S-Target O
무전보냈나 수빈,O S-Target
김민이 무전놓아달라고 했지,S-Target O O
가이한테 연락해줄 수 있냐,S-Target O O O
연락쌔려줄래 설아한테,O S-Target
송보담 통화뿌시자,S-Target O
김민이 무전때려줘봐,S-Target O
이경원한테 전화세려볼까,S-Target O
연락뿌셔다오 가이한테,O S-Target
전화보내고 싶어 이규빈한테,O O S-Target
연락보내볼까 하그리한테,O S-Target
가이한테 연락보내줄 수 있냐,S-Target O O O
박세훈 통화놓았을까,S-Target O
무전때려주시겠습니까 제니,O S-Target
김민이 무전뿌셔주련,S-Target O
수빈 무전세려줄 수 있으십니까,S-Target O O O
통화뿌셔볼까 수빈,O S-Target
전화쌔려주자 이경원한테,O S-Target
무전보냈다 수빈,O S-Target
설아한테 연락해줄 수 있어,S-Target O O O
제니 무전뿌셨느냐,S-Target O
박세훈 통화넣어줄 수 있으십니까,S-Target O O O
가이한테 전화보냅시다,S-Target O
무전세려야 겠어 김민이,O O S-Target
수빈 무전해쥬,S-Target O
수빈 무전쌔려다오,S-Target O
설아한테 전화남겨줄래요,S-Target O
제니 무전때렸다,S-Target O
통화뿌셔봐 이천우,O S-Target
이규빈한테 전화쳤어,S-Target O
연락보내주실 수 있으십니까 이규빈한테,O O O S-Target
전화쌔려쥬 설아한테,O S-Target
통화뿌셨니 박세훈,O S-Target
통화때렸니 송보담,O S-Target
이경원한테 연락쳐주겠니,S-Target O
전화보내볼래 이규빈한테,O S-Target
무전세리는거 어때 박세훈,O O S-Target
소담한테 연락넣을까,S-Target O
박세훈 통화했나,S-Target O
소담한테 전화쌔려봅시다,S-Target O
통화놓아주라 제니,O S-Target
통화뿌셨어 송보담,O S-Target
설아한테 전화세렸냐,S-Target O
통화놓아보자 제니,O S-Target
무전쌔려줄래요 수빈,O S-Target
수빈 통화쌔려봐봐,S-Target O
하그리한테 전화쌔리고 싶어,S-Target O O
무전쌔렸냐고 김민이,O S-Target
소담한테 연락뿌셔봐봐,S-Target O
전화넣어줄래요 하그리한테,O S-Target
전화보내봐다오 소담한테,O S-Target
통화쌔려봐줘 수빈,O S-Target
박세훈 무전세려주실 수 있나요,S-Target O O O
연락놓아주실 수 있으십니까 소담한테,O O O S-Target
설아한테 연락해달라고 했지,S-Target O O
무전놔주세요 제니,O S-Target
무전놓으자 가브리엘,O S-Target
무전때려봐다오 박세훈,O S-Target
송보담 무전보내주련,S-Target O
송보담 통화때려주겠니,S-Target O
전화남기냐 이규빈한테,O S-Target
무전해보자 제니,O S-Target
제니 통화놓아쥬,S-Target O
소담한테 연락남겨줘,S-Target O
이경원한테 전화쌔려야 겠어,S-Target O O
이천우 무전세려줘,S-Target O
설아한테 전화넣어보자,S-Target O
무전쳐라 송보담,O S-Target
가이한테 연락뿌셔주자,S-Target O
김민이 통화쳤나,S-Target O
전화놓아줄 수 있느냐 가이한테,O O O S-Target
이경원한테 전화남겼을까,S-Target O
제니 무전보내주겠니,S-Target O
박세훈 무전놨니,S-Target O
설아한테 전화세리자,S-Target O
연락쌔려주세요 다솜한테,O S-Target
빨리 연락놓아보자고 제니,O O S-Target
지금 연락남겨줄 수 있냐 김민이,O O O O S-Target
지금 연락남겨야 겠어 박세훈,O O O S-Target
어서 전화남겨볼래 가이에게,O O S-Target
그런데 무전놓아줄 수 있냐 김민이,O O O O S-Target
그런데 연락남겼다 송보담,O O S-Target
지금 김민이 연락때려보자고,O S-Target O
빨리 소담 무전넣어줄 수 있느냐,O S-Target O O O
당장 전화해야 겠어 이규빈에게,O O O S-Target
어서 이천우에게 전화놓아봐,O S-Target O
빨리 제니 연락뿌셔줄래,O S-Target O
빨리 연락놔주련 박세훈,O O S-Target
빨리 소담 무전했어,O S-Target O
지금 김민이 연락뿌셨나,O S-Target O
어서 이경원에게 통화남겼느냐,O S-Target O
혹시 통화쳐봅시다 이천우에게,O O S-Target
혹시 통화놓아주실 수 있으십니까 설아에게,O O O O S-Target
당장 전화때려봐줘 이천우에게,O O S-Target
혹시 전화보내줄래 가브리엘에게,O O S-Target
그런데 연락남겨쥬 소담,O O S-Target
지금 무전남겨달라고 했지 소담,O O O S-Target
당장 전화세려봅시다 가이에게,O O S-Target
당장 통화쳐볼까 이경원에게,O O S-Target
당장 통화해봐봐 다솜에게,O O S-Target
빨리 수빈 연락보내달라고 했지,O S-Target O O
빨리 무전뿌셔주시겠습니까 제니,O O S-Target
지금 하그리 무전쌔려봐줘,O S-Target O
당장 전화놔주라 이규빈에게,O O S-Target
혹시 다솜에게 전화치고 싶어,O S-Target O O
어서 다솜에게 전화쌔려야 겠어,O S-Target O O
당장 이규빈에게 통화쌔려주세요,O S-Target O
지금 제니 연락보내줄래요,O S-Target O
빨리 무전뿌셔주실 수 있으십니까 김민이,O O O O S-Target
어서 이경원에게 전화넣어줘봐,O S-Target O
그런데 무전때려볼까 박세훈,O O S-Target
혹시 이경원에게 통화뿌셔다오,O S-Target O
어서 설아에게 통화쌔려줄 수 있느냐,O S-Target O O O
혹시 통화때렸나 이천우에게,O O S-Target
지금 박세훈 무전놔보자,O S-Target O
혹시 이규빈에게 통화뿌셔쥬,O S-Target O
그런데 연락해쥬 하그리,O O S-Target
지금 하그리 무전때렸냐고,O S-Target O
어서 이경원에게 전화넣었어,O S-Target O
당장 다솜에게 통화보내라,O S-Target O
지금 무전넣었다 제니,O O S-Target
혹시 가이에게 통화해달라고 했지,O S-Target O O
혹시 전화세리냐 이규빈에게,O O S-Target
어서 가브리엘에게 전화쳤냐,O S-Target O
어서 전화놓았니 이규빈에게,O O S-Target
그런데 제니 무전보내주자,O S-Target O
그런데 무전놓아줄래 소담,O O S-Target
지금 박세훈 무전남겨봐줘,O S-Target O
어서 다솜에게 전화남겼을까,O S-Target O
혹시 다솜에게 통화넣어주자,O S-Target O
혹시 통화쌔렸다 가이에게,O O S-Target
지금 김민이 무전뿌셔보자,O S-Target O
빨리 김민이 무전때려쥬,O S-Target O
지금 연락쳐다오 송보담,O O S-Target
어서 설아에게 전화넣어달라고 했지,O S-Target O O
혹시 통화세려달라고 했지 이천우에게,O O O S-Target
그런데 무전해볼까 제니,O O S-Target
당장 가이에게 전화놔줄래,O S-Target O
지금 송보담 연락세리는거 어때,O S-Target O O
혹시 가브리엘에게 전화놔달라고 했지,O S-Target O O
그런데 하그리 연락남겨보자고,O S-Target O
당장 전화하는거 어때 이규빈에게,O O O S-Target
당장 가브리엘에게 통화남겼냐고,O S-Target O
그런데 제니 무전놓아봐줘,O S-Target O
어서 통화놨다 이경원에게,O O S-Target
빨리 무전때려달라고 했지 송보담,O O O S-Target
혹시 통화놓아주세요 다솜에게,O O S-Target
당장 이경원에게 전화쳐봐다오,O S-Target O
어서 다솜에게 전화때려봐,O S-Target O
혹시 이규빈에게 통화넣으냐,O S-Target O
지금 제니 무전넣어봐다오,O S-Target O
혹시 가이에게 전화세려다오,O S-Target O
당장 이경원에게 통화해주세요,O S-Target O
빨리 박세훈 연락넣어야 겠어,O S-Target O O
빨리 연락쌔려봐 제니,O O S-Target
어서 가브리엘에게 전화보내고 싶어,O S-Target O O
그런데 박세훈 무전때려야 겠어,O S-Target O O
혹시 가이에게 전화남겨봐,O S-Target O
빨리 무전쳐주련 제니,O O S-Target
빨리 무전넣어줄 수 있으십니까 송보담,O O O O S-Target
당장 전화남겨주자 이경원에게,O O S-Target
어서 이천우에게 전화넣어볼까,O S-Target O
빨리 무전쳐주세요 송보담,O O S-Target
그런데 무전보내쥬 하그리,O O S-Target
지금 무전보내봐줘 소담,O O S-Target
어서 전화합시다 가브리엘에게,O O S-Target
빨리 연락쌔렸느냐 김민이,O O S-Target
그런데 연락뿌셨느냐 수빈,O O S-Target
어서 이천우에게 통화보내봅시다,O S-Target O
빨리 무전놔볼래 박세훈,O O S-Target
당장 통화놔봐보자 이천우에게,O O S-Target
지금 수빈 연락뿌시는거 어때,O S-Target O O
어서 이규빈에게 통화넣어쥬,O S-Target O
빨리 연락해주자 송보담,O O S-Target
당장 통화보냈느냐 이경원에게,O O S-Target
당장 통화하니 가브리엘에게,O O S-Target
어서 다솜에게 통화때려주실 수 있나요,O S-Target O O O
어서 전화세립시다 이경원에게,O O S-Target
어서 통화넣어라 가이에게,O O S-Target
그런데 무전놓았나 송보담,O O S-Target
지금 하그리 연락쌔려다오,O S-Target O
지금 송보담 무전뿌셔주실 수 있나요,O S-Target O O O
지금 김민이 무전넣어줄 수 있냐,O S-Target O O O
그런데 소담 무전쳐주자,O S-Target O
그런데 무전해보자고 소담,O O S-Target
어서 전화넣어주시겠습니까 설아에게,O O S-Target
혹시 다솜에게 전화세리고 싶어,O S-Target O O
혹시 전화뿌셨냐 이규빈에게,O O S-Target
혹시 전화넣었니 이경원에게,O O S-Target
혹시 통화남겨봐봐 이천우에게,O O S-Target
당장 전화세려주세요 설아에게,O O S-Target
당장 이천우에게 통화세려주시겠습니까,O S-Target O
빨리 소담 연락쌔려볼까,O S-Target O
그런데 무전쌔렸니 하그리,O O S-Target
당장 전화놔줘봐 가브리엘에게,O O S-Target
그런데 무전남겨주라 송보담,O O S-Target
빨리 무전세려주라 수빈,O O S-Target
당장 전화뿌셔봅시다 다솜에게,O O S-Target
그런데 하그리 무전뿌셔볼까,O S-Target O
빨리 수빈 연락때려주시겠습니까,O S-Target O
당장 가브리엘에게 전화놔라,O S-Target O
어서 설아에게 통화세렸느냐,O S-Target O
빨리 송보담 연락놓아볼래,O S-Target O
그런데 연락때려보자 소담,O O S-Target
어서 다솜에게 통화남겨볼까,O S-Target O
당장 전화남겨줄래요 가이에게,O O S-Target
지금 김민이 무전쳐쥬,O S-Target O
지금 무전남겨줄 수 있으십니까 하그리,O O O O S-Target
그런데 제니 연락세려줄 수 있어,O S-Target O O O
지금 연락보내주라 제니,O O S-Target
지금 무전놓아봐보자 하그리,O O S-Target
어서 전화해주실 수 있나요 설아에게,O O O O S-Target
혹시 전화뿌셔줄 수 있어 설아에게,O O O O S-Target
당장 가브리엘에게 통화놓아줄래요,O S-Target O
당장 이경원에게 전화보내줘,O S-Target O
당장 다솜에게 통화넣어주라,O S-Target O
혹시 전화넣어줄 수 있어 이경원에게,O O O O S-Target
그런데 연락보내보자 제니,O O S-Target
빨리 무전놓으는거 어때 김민이,O O O S-Target
당장 이경원에게 전화보내야 겠어,O S-Target O O
혹시 가이에게 전화때려라,O S-Target O
당장 전화놔줄래요 설아에게,O O S-Target
어서 통화넣을까 설아에게,O O S-Target
그런데 수빈 연락놔주세요,O S-Target O
혹시 통화때려주세요 다솜에게,O O S-Target
혹시 전화놓아줘봐 이경원에게,O O S-Target
빨리 무전남겨주실 수 있으십니까 송보담,O O O O S-Target
혹시 전화했니 가브리엘에게,O O S-Target
그런데 연락때렸어 제니,O O S-Target
당장 가이에게 통화쳐줄래,O S-Target O
당장 설아에게 전화해라,O S-Target O
그런데 연락놓아줘 김민이,O O S-Target
당장 전화뿌셔달라고 했지 이천우에게,O O O S-Target
혹시 설아에게 통화뿌셔봐봐,O S-Target O
지금 박세훈 무전놔봐,O S-Target O
지금 소담 연락놨어,O S-Target O
지금 연락치는거 어때 소담,O O O S-Target
당장 가이에게 통화뿌셔보자고,O S-Target O
당장 설아에게 통화놓아봅시다,O S-Target O
빨리 제니 연락놔볼까,O S-Target O
어서 통화해주시겠습니까 다솜에게,O O S-Target
어서 통화넣어줘 이천우에게,O O S-Target
빨리 무전보내주실 수 있나요 제니,O O O O S-Target
어서 통화쌔려줘봐 가이에게,O O S-Target
빨리 수빈 무전놨냐,O S-Target O
그런데 무전세려줘봐 수빈,O O S-Target
빨리 연락세려줄 수 있으십니까 하그리,O O O O S-Target
그런데 무전뿌셔주세요 송보담,O O S-Target
어서 이규빈에게 전화넣었나,O S-Target O
빨리 무전쳐주라 김민이,O O S-Target
당장 전화보내봐 가이에게,O O S-Target
지금 김민이 연락놓았느냐,O S-Target O
당장 전화뿌시냐 다솜에게,O O S-Target
지금 연락세려줄 수 있냐 소담,O O O O S-Target
빨리 연락보내니 송보담,O O S-Target
어서 설아에게 전화남기니,O S-Target O
지금 연락놓으자 제니,O O S-Target
당장 다솜에게 전화쳐줄 수 있느냐,O S-Target O O O
어서 통화때려줄래 이규빈에게,O O S-Target
어서 이경원에게 전화놓아줄 수 있느냐,O S-Target O O O
빨리 연락쌔려주겠니 수빈,O O S-Target
당장 통화뿌셔라 다솜에게,O O S-Target
어서 이규빈에게 전화놓으고 싶어,O S-Target O O
그런데 수빈 무전뿌시니,O S-Target O
지금 수빈 무전해줄 수 있느냐,O S-Target O O O
빨리 소담 무전때려줄 수 있어,O S-Target O O O
혹시 통화보내볼까 이천우에게,O O S-Target
어서 가이에게 전화남길까,O S-Target O
그런데 박세훈 무전세려봐보자,O S-Target O
당장 다솜에게 전화때려주라,O S-Target O
지금 박세훈 무전놔주겠니,O S-Target O
빨리 소담 연락세려줘,O S-Target O
혹시 통화때렸느냐 이규빈에게,O O S-Target
당장 이규빈에게 전화남겨다오,O S-Target O
어서 이규빈에게 통화쌔려라,O S-Target O
당장 설아에게 통화놓아주실 수 있나요,O S-Target O O O
당장 가이에게 통화세려보자,O S-Target O
지금 제니 무전뿌셔주라,O S-Target O
혹시 이천우에게 전화쌔리고 싶어,O S-Target O O
어서 이경원에게 전화놓아봐봐,O S-Target O
당장 다솜에게 통화쳐달라고 했지,O S-Target O O
당장 이경원에게 통화보내줄 수 있냐,O S-Target O O O
그런데 연락쌔렸을까 소담,O O S-Target
당장 통화뿌셔야 겠어 이규빈에게,O O O S-Target
지금 소담 무전넣었을까,O S-Target O
빨리 연락넣어봐주라 송보담,O O S-Target
혹시 가이에게 통화놓아볼까,O S-Target O
어서 이경원에게 통화놔줄 수 있느냐,O S-Target O O O
당장 전화해줘봐 이경원에게,O O S-Target
지금 연락쌔려주련 송보담,O O S-Target
그런데 무전놓아주라 수빈,O O S-Target
당장 가이에게 통화넣어봅시다,O S-Target O
빨리 김민이 연락쳐라,O S-Target O
지금 연락세렸나 하그리,O O S-Target
혹시 이규빈에게 통화놓으니,O S-Target O
혹시 전화뿌셔주겠니 설아에게,O O S-Target
혹시 가이에게 전화뿌셔봐주라,O S-Target O
어서 통화세려줄래 이규빈에게,O O S-Target
그런데 박세훈 연락놔줄 수 있냐,O S-Target O O O
혹시 전화세려봐주라 이경원에게,O O S-Target
혹시 이경원에게 통화해줄 수 있냐,O S-Target O O O
그런데 연락넣어주세요 수빈,O O S-Target
빨리 연락세렸을까 하그리,O O S-Target
어서 이경원에게 통화세렸냐고,O S-Target O
어서 다솜에게 전화뿌셨냐고,O S-Target O
그런데 하그리 연락쌔려줄래요,O S-Target O
