question,label
빨리 수빈 무전쳐주시겠습니까,O S-Target O
빨리 무전넣으자 하그리,O O S-Target
그런데 제니 무전할까,O S-Target O
지금 무전보내주세요 소담,O O S-Target
혹시 통화쳐보자 이규빈에게,O O S-Target
빨리 무전쳐볼래 하그리,O O S-Target
혹시 통화뿌셔줄 수 있느냐 가브리엘에게,O O O O S-Target
어서 가브리엘에게 전화놔주자,O S-Target O
혹시 통화해주실 수 있으십니까 다솜에게,O O O O S-Target
그런데 김민이 무전남겨주세요,O S-Target O
그런데 연락세려봐다오 송보담,O O S-Target
혹시 설아에게 전화때려줄 수 있으십니까,O S-Target O O O
어서 전화쌔려줄 수 있냐 다솜에게,O O O O S-Target
빨리 연락넣으는거 어때 제니,O O O S-Target
혹시 전화보냈냐고 이규빈에게,O O S-Target
지금 하그리 무전쌔려봐봐,O S-Target O
지금 수빈 연락남겨줄 수 있어,O S-Target O O O
빨리 연락해봐줘 소담,O O S-Target
빨리 하그리 연락놔봐봐,O S-Target O
빨리 연락쳐야 겠어 수빈,O O O S-Target
지금 수빈 연락했냐고,O S-Target O
빨리 소담 무전놓아줄 수 있어,O S-Target O O O
지금 연락뿌셔주련 박세훈,O O S-Target
그런데 소담 무전놨냐고,O S-Target O
혹시 통화때려주련 이경원에게,O O S-Target
빨리 연락보냈다 하그리,O O S-Target
어서 이규빈에게 전화해줄래요,O S-Target O
그런데 연락남겨주실 수 있나요 김민이,O O O O S-Target
그런데 김민이 연락남겨주겠니,O S-Target O
지금 연락쌔려봐주라 하그리,O O S-Target
혹시 이경원에게 통화뿌셔주자,O S-Target O
그런데 송보담 연락보낼까,O S-Target O
혹시 전화보내줄 수 있느냐 다솜에게,O O O O S-Target
당장 통화세려라 이경원에게,O O S-Target
빨리 수빈 연락뿌셔줄래요,O S-Target O
그런데 무전뿌시고 싶어 박세훈,O O O S-Target
혹시 통화넣읍시다 이규빈에게,O O S-Target
빨리 김민이 무전넣어주실 수 있나요,O S-Target O O O
빨리 하그리 무전때려봐보자,O S-Target O
그런데 연락때렸다 수빈,O O S-Target
그런데 박세훈 연락쳤냐고,O S-Target O
빨리 김민이 연락보내주련,O S-Target O
혹시 통화쌔리는거 어때 설아에게,O O O S-Target
지금 수빈 무전해주겠니,O S-Target O
혹시 전화남겨줘봐 이천우에게,O O S-Target
빨리 박세훈 연락놓아달라고 했지,O S-Target O O
어서 통화보내는거 어때 가브리엘에게,O O O S-Target
그런데 연락쳐봐보자 소담,O O S-Target
빨리 박세훈 무전쳤나,O S-Target O
어서 통화보내주시겠습니까 가이에게,O O S-Target
그런데 수빈 연락해보자,O S-Target O
지금 제니 연락남겨봐보자,O S-Target O
혹시 이경원에게 통화뿌셔봐다오,O S-Target O
지금 제니 연락쌔려주시겠습니까,O S-Target O
어서 이천우에게 통화세렸니,O S-Target O
어서 전화넣어봐 설아에게,O O S-Target
어서 전화놓아야 겠어 이천우에게,O O O S-Target
당장 이규빈에게 전화보내봐보자,O S-Target O
그런데 김민이 무전때렸니,O S-Target O
당장 이천우에게 통화쳐줄 수 있으십니까,O S-Target O O O
그런데 무전치니 송보담,O O S-Target
빨리 제니 무전놓았다,O S-Target O
빨리 연락놓았냐고 하그리,O O S-Target
빨리 연락놨나 김민이,O O S-Target
그런데 제니 무전치자,O S-Target O
지금 무전쌔릴까 제니,O O S-Target
빨리 무전보냈어 하그리,O O S-Target
어서 통화때려봐주라 설아에게,O O S-Target
빨리 소담 연락뿌셔볼래,O S-Target O
당장 가이에게 전화세리자,O S-Target O
그런데 무전했느냐 제니,O O S-Target
혹시 통화남겨보자 설아에게,O O S-Target
어서 가이에게 전화때려줄 수 있느냐,O S-Target O O O
당장 통화남기고 싶어 이규빈에게,O O O S-Target
지금 연락놓았어 박세훈,O O S-Target
혹시 전화세려볼까 다솜에게,O O S-Target
혹시 이경원에게 전화남겼나,O S-Target O
빨리 소담 무전쳐봐,O S-Target O
혹시 전화쌔려주자 다솜에게,O O S-Target
어서 통화해봐주라 가브리엘에게,O O S-Target
혹시 통화놔주실 수 있나요 가이에게,O O O O S-Target
어서 전화세려봐줘 이천우에게,O O S-Target
당장 가브리엘에게 전화보냈니,O S-Target O
당장 통화남겨라 이규빈에게,O O S-Target
당장 전화보냅시다 이경원에게,O O S-Target
지금 송보담 연락했다,O S-Target O
어서 설아에게 통화보내니,O S-Target O
혹시 이경원에게 전화쳐줄 수 있어,O S-Target O O O
당장 전화넣어줄래요 이천우에게,O O S-Target
지금 하그리 연락뿌셔줘봐,O S-Target O
지금 김민이 무전뿌시자,O S-Target O
그런데 연락하냐 하그리,O O S-Target
혹시 가브리엘에게 통화보내주실 수 있으십니까,O S-Target O O O
지금 박세훈 연락넣어볼래,O S-Target O
혹시 전화때려봅시다 이규빈에게,O O S-Target
혹시 이천우에게 전화쳤느냐,O S-Target O
빨리 무전놓아주겠니 수빈,O O S-Target
그런데 소담 무전놓아봐주라,O S-Target O
혹시 전화쌔려주실 수 있나요 다솜에게,O O O O S-Target
지금 하그리 무전때려볼래,O S-Target O
어서 전화넣어봐보자 다솜에게,O O S-Target
지금 송보담 무전세려보자고,O S-Target O
혹시 전화세렸다 설아에게,O O S-Target
혹시 통화놓아주시겠습니까 가브리엘에게,O O S-Target
혹시 가브리엘에게 통화세려줄 수 있느냐,O S-Target O O O
그런데 무전넣었느냐 김민이,O O S-Target
당장 설아에게 통화남겨봅시다,O S-Target O
어서 가브리엘에게 통화뿌셔봐줘,O S-Target O
빨리 무전세려주자 김민이,O O S-Target
그런데 무전뿌셨어 김민이,O O S-Target
빨리 연락쌔렸냐고 박세훈,O O S-Target
그런데 무전해볼래 수빈,O O S-Target
어서 전화때려줘 설아에게,O O S-Target
혹시 통화넣어봐줘 다솜에게,O O S-Target
빨리 박세훈 연락쌔려주실 수 있으십니까,O S-Target O O O
당장 전화쌔려봐다오 다솜에게,O O S-Target
빨리 연락남깁시다 제니,O O S-Target
빨리 송보담 연락쌔리냐,O S-Target O
어서 전화보내자 이규빈에게,O O S-Target
그런데 박세훈 연락칠까,O S-Target O
빨리 송보담 연락보내봐봐,O S-Target O
혹시 설아에게 통화보내냐,O S-Target O
그런데 소담 연락남기는거 어때,O S-Target O O
빨리 연락세려야 겠어 박세훈,O O O S-Target
어서 가이에게 전화넣어보자,O S-Target O
지금 무전했나 송보담,O O S-Target
빨리 무전뿌셔줄 수 있으십니까 하그리,O O O O S-Target
빨리 무전보내보자고 하그리,O O S-Target
혹시 전화놓아다오 이규빈에게,O O S-Target
어서 전화보내줄 수 있어 이천우에게,O O O O S-Target
그런데 김민이 무전하고 싶어,O S-Target O O
지금 연락뿌셨을까 소담,O O S-Target
어서 이경원에게 전화뿌셔줄 수 있냐,O S-Target O O O
지금 연락치냐 김민이,O O S-Target
그런데 수빈 무전쳐봐줘,O S-Target O
혹시 전화넣어주겠니 가이에게,O O S-Target
지금 박세훈 무전해줄래,O S-Target O
어서 가이에게 전화세렸냐,O S-Target O
빨리 박세훈 연락쌔려보자고,O S-Target O
당장 가이에게 전화세리니,O S-Target O
어서 통화남겨주련 이천우에게,O O S-Target
혹시 전화놔봅시다 설아에게,O O S-Target
지금 무전뿌셔봐 소담,O O S-Target
그런데 박세훈 무전보냅시다,O S-Target O
어서 통화해줄 수 있어 가이에게,O O O O S-Target
그런데 연락놔줄 수 있어 하그리,O O O O S-Target
빨리 연락쳤다 하그리,O O S-Target
그런데 연락해다오 박세훈,O O S-Target
그런데 무전보내는거 어때 송보담,O O O S-Target
혹시 가브리엘에게 전화놔봐줘,O S-Target O
당장 통화넣었냐 설아에게,O O S-Target
지금 연락뿌셔봐보자 박세훈,O O S-Target
지금 김민이 무전쳐줄래요,O S-Target O
혹시 가이에게 통화쌔려줄 수 있으십니까,O S-Target O O O
어서 가브리엘에게 통화뿌셨다,O S-Target O
빨리 박세훈 무전쌔리자,O S-Target O
빨리 무전때려주자 박세훈,O O S-Target
당장 통화해줄 수 있으십니까 가이에게,O O O O S-Target
빨리 수빈 무전해봐보자,O S-Target O
지금 무전세렸어 박세훈,O O S-Target
지금 수빈 무전놓아쥬,O S-Target O
지금 무전넣어주련 수빈,O O S-Target
당장 통화쌔려줄래 가이에게,O O S-Target
그런데 무전때려줄 수 있냐 박세훈,O O O O S-Target
빨리 무전쌔려보자 송보담,O O S-Target
혹시 통화보냈을까 가브리엘에게,O O S-Target
빨리 무전놓아주련 소담,O O S-Target
빨리 송보담 무전뿌셨니,O S-Target O
그런데 하그리 무전놓아봐다오,O S-Target O
빨리 김민이 연락때려다오,O S-Target O
어서 통화했냐 이천우에게,O O S-Target
혹시 전화놓았냐 이규빈에게,O O S-Target
그런데 수빈 무전놓아보자,O S-Target O
그런데 연락보내다오 송보담,O O S-Target
당장 설아에게 전화보내봐다오,O S-Target O
어서 설아에게 통화쳐줘봐,O S-Target O
지금 연락놔쥬 제니,O O S-Target
어서 가브리엘에게 통화놔줄 수 있으십니까,O S-Target O O O
그런데 하그리 무전보내줘봐,O S-Target O
혹시 이천우에게 전화놓아줄 수 있으십니까,O S-Target O O O
지금 송보담 무전쳤니,O S-Target O
어서 가브리엘에게 전화쳤어,O S-Target O
그런데 김민이 연락쌔려줄 수 있어,O S-Target O O O
어서 통화놔주시겠습니까 다솜에게,O O S-Target
혹시 이천우에게 통화보낼까,O S-Target O
당장 통화남겨줘 설아에게,O O S-Target
당장 가브리엘에게 통화쌔리니,O S-Target O
어서 통화때려줄래요 가이에게,O O S-Target
혹시 통화남겨줄 수 있느냐 가이에게,O O O O S-Target
당장 전화남겼어 가브리엘에게,O O S-Target
그런데 소담 연락보냈냐,O S-Target O
그런데 무전쌔려주라 하그리,O O S-Target
어서 통화쳐줄 수 있냐 이경원에게,O O O O S-Target
그런데 박세훈 연락보내자,O S-Target O
혹시 전화때려봐봐 설아에게,O O S-Target
당장 이천우에게 전화세려줄래요,O S-Target O
당장 가브리엘에게 전화보내볼래,O S-Target O
빨리 연락세려봐 김민이,O O S-Target
당장 전화해줘 이천우에게,O O S-Target
지금 연락쳤을까 하그리,O O S-Target
지금 연락칩시다 수빈,O O S-Target
혹시 이천우에게 전화해주련,O S-Target O
그런데 박세훈 연락때려줘봐,O S-Target O
지금 수빈 무전때렸냐,O S-Target O
빨리 제니 무전보내냐,O S-Target O
그런데 연락해봐 김민이,O O S-Target
빨리 박세훈 무전넣으니,O S-Target O
어서 전화해주라 가브리엘에게,O O S-Target
당장 이규빈에게 전화넣었냐고,O S-Target O
지금 무전뿌셔줘 송보담,O O S-Target
빨리 소담 연락보내봐주라,O S-Target O
그런데 송보담 무전쳐봐주라,O S-Target O
지금 송보담 연락넣으고 싶어,O S-Target O O
그런데 연락놓을까 수빈,O O S-Target
혹시 통화쌔려줘 가브리엘에게,O O S-Target
어서 다솜에게 통화놔야 겠어,O S-Target O O
그런데 연락쳐보자고 제니,O O S-Target
지금 무전세려주겠니 제니,O O S-Target
혹시 통화놨느냐 설아에게,O O S-Target
그런데 송보담 연락놨니,O S-Target O
지금 연락쌔립시다 박세훈,O O S-Target
어서 전화세려주실 수 있으십니까 다솜에게,O O O O S-Target
어서 통화놨을까 가이에게,O O S-Target
혹시 전화쳐줘 가브리엘에게,O O S-Target
빨리 무전넣어줄래 수빈,O O S-Target
지금 수빈 무전놔봐다오,O S-Target O
그런데 송보담 무전놓았을까,O S-Target O
당장 설아에게 전화쌔려봅시다,O S-Target O
혹시 전화남겨줄래 이천우에게,O O S-Target
지금 소담 연락쌔려달라고 했지,O S-Target O O
혹시 이천우에게 통화쌔려볼래,O S-Target O
당장 이규빈에게 통화남기자,O S-Target O
그런데 제니 연락뿌실까,O S-Target O
당장 가이에게 통화남겼냐,O S-Target O
당장 이천우에게 통화놔봐주라,O S-Target O
지금 소담 연락넣어주실 수 있으십니까,O S-Target O O O
빨리 무전남겼니 박세훈,O O S-Target
당장 이경원에게 통화남겨주시겠습니까,O S-Target O
어서 통화남겨봐다오 이경원에게,O O S-Target
어서 통화놓아라 이규빈에게,O O S-Target
어서 전화쌔려쥬 가이에게,O O S-Target
어서 다솜에게 통화쳐주겠니,O S-Target O
그런데 제니 연락남겨봐주라,O S-Target O
어서 이천우에게 전화때렸을까,O S-Target O
당장 통화해봐다오 가브리엘에게,O O S-Target
당장 통화쌔렸나 가브리엘에게,O O S-Target
당장 전화뿌십시다 이천우에게,O O S-Target
빨리 수빈 연락놓읍시다,O S-Target O
빨리 무전넣어다오 제니,O O S-Target
당장 설아에게 전화놔보자고,O S-Target O
지금 김민이 무전때려주겠니,O S-Target O
혹시 이경원에게 통화쳐봐봐,O S-Target O
지금 송보담 무전놔주실 수 있으십니까,O S-Target O O O
지금 소담 무전넣어봐봐,O S-Target O
지금 수빈 연락보내주겠니,O S-Target O
어서 이규빈에게 통화하자,O S-Target O
그런데 연락때려주실 수 있으십니까 김민이,O O O O S-Target
그런데 연락넣어보자고 하그리,O O S-Target
지금 제니 무전쌔렸냐,O S-Target O
혹시 통화세려봐봐 다솜에게,O O S-Target
당장 전화남기냐 가브리엘에게,O O S-Target
어서 전화쌔렸어 이규빈에게,O O S-Target
당장 통화쳐주실 수 있나요 다솜에게,O O O O S-Target
지금 연락때려봐다오 송보담,O O S-Target
빨리 연락세릴까 소담,O O S-Target
당장 이천우에게 통화쌔려봐보자,O S-Target O
혹시 가이에게 전화해봅시다,O S-Target O
지금 연락보내줄 수 있으십니까 김민이,O O O O S-Target
당장 다솜에게 전화세려쥬,O S-Target O
지금 연락놔줘 소담,O O S-Target
당장 통화세려주련 설아에게,O O S-Target
지금 연락보내고 싶어 수빈,O O O S-Target
당장 이규빈에게 통화세려볼래,O S-Target O
지금 연락보냈나 하그리,O O S-Target
그런데 소담 무전쳐주실 수 있으십니까,O S-Target O O O
어서 통화했을까 이천우에게,O O S-Target
당장 이천우에게 통화놓아주자,O S-Target O
그런데 연락세려주실 수 있나요 송보담,O O O O S-Target
혹시 가브리엘에게 전화놓으냐,O S-Target O
어서 가브리엘에게 통화놔다오,O S-Target O
그런데 김민이한테 연락연결해봐보자,O S-Target O
빨리 연락발신해라 박세훈한테,O O S-Target
지금 이규빈 교신해보자,O S-Target O
지금 교신할까 이천우,O O S-Target
혹시 걸어줘 소담,O O S-Target
빨리 가이한테 무전발신합시다,O S-Target O
어서 가브리엘 송신해주실 수 있나요,O S-Target O O O
어서 송신해줘봐 수빈,O O S-Target
혹시 연결해봐주라 수빈,O O S-Target
당장 이경원한테 무전송신해봐보자,O S-Target O
빨리 무전송신합시다 다솜한테,O O S-Target
그런데 연락발신해달라고 했지 이경원한테,O O O S-Target
당장 이경원한테 무전교신해주세요,O S-Target O
어서 발신해줘봐 이규빈,O O S-Target
그런데 무전걸어봐 김민이한테,O O S-Target
지금 가브리엘 교신하냐,O S-Target O
당장 연락연결했다 박세훈한테,O O S-Target
혹시 발신해주라 가브리엘,O O S-Target
지금 교신해줄래 소담,O O S-Target
혹시 설아 발신해줄래,O S-Target O
어서 하그리 송신해라,O S-Target O
혹시 교신해쥬 이천우,O O S-Target
혹시 설아 교신해볼래,O S-Target O
그런데 무전걸어주실 수 있나요 송보담한테,O O O O S-Target
지금 발신하자 가브리엘,O O S-Target
어서 송신해주겠니 설아,O O S-Target
혹시 걸어주시겠습니까 하그리,O O S-Target
지금 수빈 연결하는거 어때,O S-Target O O
그런데 무전걸어줄래요 이경원한테,O O S-Target
혹시 발신해볼래 이천우,O O S-Target
혹시 교신해봅시다 소담,O O S-Target
그런데 연락발신해줘 김민이한테,O O S-Target
그런데 연락걸었나 송보담한테,O O S-Target
그런데 박세훈한테 무전교신했나,O S-Target O
그런데 연락교신해줄 수 있으십니까 다솜한테,O O O O S-Target
지금 수빈 교신해봐다오,O S-Target O
어서 송신해다오 이천우,O O S-Target
혹시 교신해줄래요 이천우,O O S-Target
어서 수빈 송신해봅시다,O S-Target O
혹시 거고 싶어 가브리엘,O O O S-Target
당장 김민이한테 무전교신했느냐,O S-Target O
그런데 연락교신해볼까 제니한테,O O S-Target
어서 걸어주자 하그리,O O S-Target
당장 다솜한테 연락연결해볼까,O S-Target O
그런데 무전송신해쥬 다솜한테,O O S-Target
당장 김민이한테 무전발신해봐보자,O S-Target O
빨리 김민이한테 무전발신해봐다오,O S-Target O
지금 발신해줄 수 있어 수빈,O O O O S-Target
당장 김민이한테 연락발신해주자,O S-Target O
어서 이천우 송신해볼까,O S-Target O
혹시 연결해쥬 하그리,O O S-Target
빨리 무전연결해줄래 송보담한테,O O S-Target
당장 가이한테 연락걸어주실 수 있으십니까,O S-Target O O O
혹시 소담 발신해봐,O S-Target O
어서 소담 걸어달라고 했지,O S-Target O O
그런데 무전걸어줄 수 있어 송보담한테,O O O O S-Target
빨리 연락걸어봅시다 이경원한테,O O S-Target
빨리 무전교신해주실 수 있으십니까 김민이한테,O O O O S-Target
그런데 연락송신하는거 어때 가이한테,O O O S-Target
혹시 교신해봐주라 설아,O O S-Target
혹시 설아 교신해봐,O S-Target O
혹시 이규빈 연결해보자고,O S-Target O
그런데 박세훈한테 무전교신해줄 수 있어,O S-Target O O O
어서 설아 걸었어,O S-Target O
당장 무전교신했니 송보담한테,O O S-Target
빨리 송보담한테 연락연결하냐,O S-Target O
어서 교신했어 이천우,O O S-Target
혹시 이천우 걸었니,O S-Target O
빨리 연락송신해주련 송보담한테,O O S-Target
그런데 무전발신해봐줘 박세훈한테,O O S-Target
빨리 김민이한테 연락발신해보자,O S-Target O
어서 수빈 걸어줄 수 있으십니까,O S-Target O O O
빨리 연락발신하는거 어때 가이한테,O O O S-Target
그런데 제니한테 연락송신해달라고 했지,O S-Target O O
어서 소담 교신해달라고 했지,O S-Target O O
빨리 제니한테 연락교신해주시겠습니까,O S-Target O
당장 무전송신할까 제니한테,O O S-Target
지금 교신하자 소담,O O S-Target
그런데 연락발신해보자고 김민이한테,O O S-Target
그런데 이경원한테 연락연결해줄 수 있어,O S-Target O O O
지금 걸어줄래 설아,O O S-Target
그런데 연락발신해봐봐 송보담한테,O O S-Target
빨리 제니한테 연락걸어줄 수 있느냐,O S-Target O O O
그런데 가이한테 무전발신해쥬,O S-Target O
어서 연결해야 겠어 이규빈,O O O S-Target
그런데 연락송신해봐줘 제니한테,O O S-Target
지금 송신했어 소담,O O S-Target
당장 송보담한테 연락거는거 어때,O S-Target O O
혹시 수빈 걸어주겠니,O S-Target O
당장 다솜한테 무전발신해주겠니,O S-Target O
어서 연결해봐줘 이규빈,O O S-Target
당장 무전연결하자 송보담한테,O O S-Target
빨리 제니한테 무전송신해줄래,O S-Target O
지금 설아 발신했니,O S-Target O
당장 무전교신했냐 김민이한테,O O S-Target
혹시 연결하고 싶어 가브리엘,O O O S-Target
빨리 송보담한테 무전걸어주련,O S-Target O
당장 연락연결해다오 송보담한테,O O S-Target
그런데 무전걸어볼까 제니한테,O O S-Target
빨리 이경원한테 무전발신했냐고,O S-Target O
혹시 송신해주자 하그리,O O S-Target
지금 이천우 연결해줄래요,O S-Target O
어서 소담 발신하고 싶어,O S-Target O O
그런데 무전발신해봅시다 다솜한테,O O S-Target
그런데 김민이한테 무전교신했다,O S-Target O
당장 연락교신해다오 이경원한테,O O S-Target
빨리 가이한테 연락거니,O S-Target O
그런데 다솜한테 무전연결해주시겠습니까,O S-Target O
지금 가브리엘 연결해봅시다,O S-Target O
빨리 무전연결해주자 박세훈한테,O O S-Target
지금 이천우 발신해주시겠습니까,O S-Target O
당장 다솜한테 연락연결했냐고,O S-Target O
그런데 이경원한테 무전연결해줄 수 있느냐,O S-Target O O O
지금 교신해주실 수 있나요 이규빈,O O O O S-Target
그런데 무전교신해줄 수 있냐 이경원한테,O O O O S-Target
당장 무전송신했다 이경원한테,O O S-Target
혹시 발신해주련 이규빈,O O S-Target
당장 연락발신해볼까 제니한테,O O S-Target
빨리 무전연결해봐봐 김민이한테,O O S-Target
어서 연결했냐 가브리엘,O O S-Target
당장 송보담한테 무전교신합시다,O S-Target O
빨리 연락연결할까 박세훈한테,O O S-Target
당장 무전걸어라 박세훈한테,O O S-Target
지금 수빈 교신하는거 어때,O S-Target O O
빨리 연락연결해달라고 했지 박세훈한테,O O O S-Target
어서 이천우 연결합시다,O S-Target O
어서 교신했냐고 소담,O O S-Target
빨리 다솜한테 무전발신하니,O S-Target O
당장 연락송신하자 송보담한테,O O S-Target
빨리 무전송신했냐 가이한테,O O S-Target
그런데 박세훈한테 연락송신했나,O S-Target O
당장 가이한테 무전연결해주라,O S-Target O
빨리 가이한테 연락걸어봐줘,O S-Target O
혹시 수빈 송신해주실 수 있으십니까,O S-Target O O O
당장 무전교신하니 다솜한테,O O S-Target
어서 교신해줄 수 있느냐 가브리엘,O O O O S-Target
그런데 무전송신해줘 김민이한테,O O S-Target
그런데 다솜한테 연락연결해봐다오,O S-Target O
지금 가브리엘 걸어다오,O S-Target O
빨리 무전발신해다오 이경원한테,O O S-Target
혹시 걸어보자 설아,O O S-Target
지금 발신해줄 수 있으십니까 소담,O O O O S-Target
당장 무전송신해야 겠어 다솜한테,O O O S-Target
당장 박세훈한테 무전연결해줄 수 있냐,O S-Target O O O
어서 가브리엘 교신했을까,O S-Target O
어서 걸까 이규빈,O O S-Target
지금 이규빈 교신해줘,O S-Target O
혹시 송신해봐봐 하그리,O O S-Target
혹시 발신해봐주라 설아,O O S-Target
어서 이천우 발신하냐,O S-Target O
혹시 수빈 송신해주세요,O S-Target O
그런데 연락발신해야 겠어 박세훈한테,O O O S-Target
당장 다솜한테 연락걸어봐주라,O S-Target O
그런데 송보담한테 연락송신해주라,O S-Target O
빨리 가이한테 무전발신해줄 수 있냐,O S-Target O O O
혹시 소담 송신해줄 수 있냐,O S-Target O O O
어서 교신해라 설아,O O S-Target
혹시 송신해봐 이규빈,O O S-Target
혹시 이규빈 송신하고 싶어,O S-Target O O
지금 하그리 연결해줘,O S-Target O
어서 걸었을까 하그리,O O S-Target
어서 송신해보자고 하그리,O O S-Target
혹시 송신해보자 소담,O O S-Target
당장 연락연결해보자 이경원한테,O O S-Target
당장 가이한테 연락교신해봐보자,O S-Target O
지금 발신했느냐 하그리,O O S-Target
당장 가이한테 연락송신해줄 수 있느냐,O S-Target O O O
어서 이규빈 연결해주세요,O S-Target O
어서 수빈 걸었다,O S-Target O
어서 걸어볼래 소담,O O S-Target
빨리 이경원한테 무전걸어봐봐,O S-Target O
지금 연결해주실 수 있으십니까 설아,O O O O S-Target
혹시 연결해주겠니 가브리엘,O O S-Target
어서 하그리 발신할까,O S-Target O
지금 가브리엘 걸었냐,O S-Target O
어서 수빈 연결했나,O S-Target O
혹시 교신해주겠니 하그리,O O S-Target
지금 소담 발신해줄 수 있느냐,O S-Target O O O
그런데 연락연결해볼래 가이한테,O O S-Target
빨리 송보담한테 무전거자,O S-Target O
지금 이규빈 송신했느냐,O S-Target O
지금 설아 송신했을까,O S-Target O
그런데 이경원한테 연락연결해주실 수 있나요,O S-Target O O O
빨리 박세훈한테 무전연결하니,O S-Target O
당장 박세훈한테 무전발신해주실 수 있나요,O S-Target O O O
빨리 무전교신해주련 제니한테,O O S-Target
어서 발신했어 가브리엘,O O S-Target
빨리 연락송신하냐 다솜한테,O O S-Target
당장 제니한테 무전걸어보자고,O S-Target O
어서 이규빈 송신해볼래,O S-Target O
빨리 박세훈한테 무전거냐,O S-Target O
혹시 교신해봐봐 가브리엘,O O S-Target
지금 송신해줄래요 이천우,O O S-Target
혹시 이규빈 걸어봐다오,O S-Target O
지금 수빈 연결해봐,O S-Target O
그런데 무전연결했어 제니한테,O O S-Target
지금 이규빈 송신해주시겠습니까,O S-Target O
빨리 이경원한테 연락연결해라,O S-Target O
빨리 다솜한테 연락교신해야 겠어,O S-Target O O
그런데 다솜한테 연락연결해줄 수 있으십니까,O S-Target O O O
혹시 가브리엘 발신했나,O S-Target O
당장 제니한테 무전발신해줄래요,O S-Target O
빨리 연락걸었냐고 다솜한테,O O S-Target
당장 연락걸어쥬 박세훈한테,O O S-Target
어서 설아 걸어주세요,O S-Target O
빨리 이경원한테 연락교신해주자,O S-Target O
빨리 무전걸어봐보자 제니한테,O O S-Target
혹시 소담 발신했냐,O S-Target O
당장 박세훈한테 연락걸어줘봐,O S-Target O
지금 가브리엘 교신하고 싶어,O S-Target O O
어서 교신해주라 이천우,O O S-Target
당장 가이한테 무전교신해보자고,O S-Target O
빨리 연락연결했니 김민이한테,O O S-Target
혹시 걸었느냐 하그리,O O S-Target
지금 송신하니 하그리,O O S-Target
지금 이천우 송신해줄 수 있어,O S-Target O O O
지금 발신했다 수빈,O O S-Target
지금 이규빈 연결해주련,O S-Target O
어서 수빈 걸어야 겠어,O S-Target O O
혹시 송신해봐다오 이천우,O O S-Target
당장 김민이한테 연락교신해줘봐,O S-Target O
빨리 제니한테 연락송신해봐주라,O S-Target O
지금 발신해주세요 하그리,O O S-Target
지금 송신해줄 수 있으십니까 하그리,O O O O S-Target
당장 제니한테 연락연결했을까,O S-Target O
혹시 수빈 송신했냐고,O S-Target O
그런데 가이한테 무전연결해줘봐,O S-Target O
당장 김민이한테 연락겁시다,O S-Target O
그런데 연락발신했을까 가이한테,O O S-Target
그런데 무전연결했느냐 가이한테,O O S-Target
어서 소담 걸어줄 수 있냐,O S-Target O O O
지금 하그리 발신해주실 수 있으십니까,O S-Target O O O
어서 교신해봐줘 설아,O O S-Target
혹시 이천우 걸어주라,O S-Target O
지금 송신했니 설아,O O S-Target
그런데 이경원 전화,O S-Target O
어서 통화 송보담,O O S-Target
지금 무전 제니한테,O O S-Target
혹시 연락 이규빈한테,O O S-Target
